1813312812,723831665,2020-03-24,02:12:38,Amazon,Bought,10.0,10,0.5,0.1
1813312812,2011401855,2020-03-24,02:13:40,Amazon,Bought,10.0,10,0.5,0.1
1813312812,1692820091,2020-03-24,02:14:52,Amazon,Bought,10.0,10,0.5,0.1
1813312812,274772740,2020-03-24,02:15:08,Amazon,Sold,10.0,10,0.5,0.1
1813312812,1244365592,2020-03-24,02:18:41,Amazon,Bought,100.0,10,0.5,0.1
1813312812,2076305512,2020-03-24,02:18:54,Amazon,Sold,100.0,10,0.5,0.1
1813312812,1893103074,2020-03-24,02:44:10,Amazon,Bought,100.0,10,0.5,0.1
1813312812,1240994215,2020-03-24,02:46:13,Amazon,Bought,100.0,10,0.5,0.1
1813312812,442472998,2020-03-24,02:48:07,Amazon,Bought,50.0,10,0.5,0.1
1813312812,954373137,2020-03-24,02:48:17,Amazon,Sold,50.0,10,0.5,0.1
